period,strategy,code,name,segment,n_trades,win_rate,total_return,max_drawdown,calmar,avg_return,avg_hold_days,bh_return,vs_bh
full,exit_shou_cang_or_hold,301308,江波龙,存储芯片,4,25.0,10.1,-22.88,0.44,3.78,6.8,675.38,-665.28
first_half,exit_hold_line_disappear,301308,江波龙,存储芯片,3,66.67,39.71,-22.87,1.74,13.71,21.0,0.54,39.17
first_half,exit_shou_cang_disappear,301308,江波龙,存储芯片,3,33.33,10.52,-21.74,0.48,4.03,15.3,0.54,9.98
first_half,exit_mu_ma_disappear,301308,江波龙,存储芯片,4,25.0,4.1,-17.05,0.24,2.0,11.2,0.54,3.56
first_half,exit_cao_pan_disappear,301308,江波龙,存储芯片,4,0.0,-17.06,-17.06,-1.0,-4.29,3.0,0.54,-17.6
first_half,exit_trend_down,301308,江波龙,存储芯片,0,0.0,9.2,-35.95,0.0,0.0,0.0,0.54,8.66
first_half,exit_hold_or_trend_down,301308,江波龙,存储芯片,3,66.67,39.71,-22.87,1.74,13.71,21.0,0.54,39.17
first_half,exit_mu_ma_or_hold,301308,江波龙,存储芯片,4,25.0,3.44,-17.05,0.2,1.81,10.0,0.54,2.9
first_half,exit_cao_pan_or_hold,301308,江波龙,存储芯片,4,0.0,-17.06,-17.06,-1.0,-4.29,3.0,0.54,-17.6
first_half,exit_shou_cang_or_hold,301308,江波龙,存储芯片,4,25.0,10.1,-22.88,0.44,3.78,6.8,0.54,9.56
second_half,exit_hold_line_disappear,301308,江波龙,存储芯片,0,0.0,0.0,0.0,0.0,0.0,0.0,593.45,-593.45
second_half,exit_shou_cang_disappear,301308,江波龙,存储芯片,0,0.0,0.0,0.0,0.0,0.0,0.0,593.45,-593.45
second_half,exit_mu_ma_disappear,301308,江波龙,存储芯片,0,0.0,0.0,0.0,0.0,0.0,0.0,593.45,-593.45
second_half,exit_cao_pan_disappear,301308,江波龙,存储芯片,0,0.0,0.0,0.0,0.0,0.0,0.0,593.45,-593.45
second_half,exit_trend_down,301308,江波龙,存储芯片,0,0.0,0.0,0.0,0.0,0.0,0.0,593.45,-593.45
second_half,exit_hold_or_trend_down,301308,江波龙,存储芯片,0,0.0,0.0,0.0,0.0,0.0,0.0,593.45,-593.45
second_half,exit_mu_ma_or_hold,301308,江波龙,存储芯片,0,0.0,0.0,0.0,0.0,0.0,0.0,593.45,-593.45
second_half,exit_cao_pan_or_hold,301308,江波龙,存储芯片,0,0.0,0.0,0.0,0.0,0.0,0.0,593.45,-593.45
second_half,exit_shou_cang_or_hold,301308,江波龙,存储芯片,0,0.0,0.0,0.0,0.0,0.0,0.0,593.45,-593.45
full,exit_hold_line_disappear,001309,德明利,存储芯片,3,66.67,36.43,-14.34,2.54,12.31,17.3,1569.36,-1532.93
full,exit_shou_cang_disappear,001309,德明利,存储芯片,3,66.67,-4.93,-16.25,-0.3,-0.69,13.7,1569.36,-1574.29
full,exit_mu_ma_disappear,001309,德明利,存储芯片,4,75.0,46.2,-14.34,3.22,11.63,13.8,1569.36,-1523.16
full,exit_cao_pan_disappear,001309,德明利,存储芯片,4,75.0,8.57,-13.52,0.63,2.78,8.8,1569.36,-1560.79
full,exit_trend_down,001309,德明利,存储芯片,0,0.0,1636.49,-34.84,0.0,0.0,0.0,1569.36,67.13
full,exit_hold_or_trend_down,001309,德明利,存储芯片,3,66.67,36.43,-14.34,2.54,12.31,17.3,1569.36,-1532.93
full,exit_mu_ma_or_hold,001309,德明利,存储芯片,4,75.0,29.67,-14.34,2.07,8.12,10.8,1569.36,-1539.69
full,exit_cao_pan_or_hold,001309,德明利,存储芯片,4,75.0,2.71,-12.21,0.22,1.21,5.2,1569.36,-1566.65
full,exit_shou_cang_or_hold,001309,德明利,存储芯片,4,75.0,30.81,-14.34,2.15,8.34,10.5,1569.36,-1538.55
first_half,exit_hold_line_disappear,001309,德明利,存储芯片,2,50.0,24.34,-14.34,1.7,13.46,20.0,65.72,-41.38
first_half,exit_shou_cang_disappear,001309,德明利,存储芯片,2,50.0,-15.65,-16.14,-0.97,-7.54,7.0,65.72,-81.37
first_half,exit_mu_ma_disappear,001309,德明利,存储芯片,3,66.67,18.18,-14.34,1.27,7.49,10.3,65.72,-47.54
first_half,exit_cao_pan_disappear,001309,德明利,存储芯片,3,66.67,-6.39,-12.21,-0.52,-1.72,3.0,65.72,-72.11
first_half,exit_trend_down,001309,德明利,存储芯片,0,0.0,72.63,-34.84,0.0,0.0,0.0,65.72,6.91
first_half,exit_hold_or_trend_down,001309,德明利,存储芯片,2,50.0,24.34,-14.34,1.7,13.46,20.0,65.72,-41.38
first_half,exit_mu_ma_or_hold,001309,德明利,存储芯片,3,66.67,18.18,-14.34,1.27,7.49,10.3,65.72,-47.54
first_half,exit_cao_pan_or_hold,001309,德明利,存储芯片,3,66.67,-6.39,-12.21,-0.52,-1.72,3.0,65.72,-72.11
first_half,exit_shou_cang_or_hold,001309,德明利,存储芯片,3,66.67,19.22,-14.34,1.34,7.79,10.0,65.72,-46.5
second_half,exit_hold_line_disappear,001309,德明利,存储芯片,1,100.0,9.72,-8.81,1.1,10.01,12.0,842.66,-832.94
second_half,exit_shou_cang_disappear,001309,德明利,存储芯片,1,100.0,12.71,-14.68,0.87,13.01,27.0,842.66,-829.95
second_half,exit_mu_ma_disappear,001309,德明利,存储芯片,1,100.0,23.71,-8.81,2.69,24.03,24.0,842.66,-818.95
second_half,exit_cao_pan_disappear,001309,德明利,存储芯片,1,100.0,15.98,-13.52,1.18,16.29,26.0,842.66,-826.68
second_half,exit_trend_down,001309,德明利,存储芯片,0,0.0,306.13,-20.42,0.0,0.0,0.0,842.66,-536.53
second_half,exit_hold_or_trend_down,001309,德明利,存储芯片,1,100.0,9.72,-8.81,1.1,10.01,12.0,842.66,-832.94
second_half,exit_mu_ma_or_hold,001309,德明利,存储芯片,1,100.0,9.72,-8.81,1.1,10.01,12.0,842.66,-832.94
second_half,exit_cao_pan_or_hold,001309,德明利,存储芯片,1,100.0,9.72,-8.81,1.1,10.01,12.0,842.66,-832.94
second_half,exit_shou_cang_or_hold,001309,德明利,存储芯片,1,100.0,9.72,-8.81,1.1,10.01,12.0,842.66,-832.94
full,exit_hold_line_disappear,300475,香农芯创,HBM,5,40.0,5.07,-25.15,0.2,2.05,13.4,874.58,-869.51
full,exit_shou_cang_disappear,300475,香农芯创,HBM,5,20.0,2.55,-25.54,0.1,1.88,8.8,874.58,-872.03
full,exit_mu_ma_disappear,300475,香农芯创,HBM,5,20.0,7.55,-18.16,0.42,3.26,10.8,874.58,-867.03
full,exit_cao_pan_disappear,300475,香农芯创,HBM,5,0.0,-24.68,-25.59,-0.96,-5.19,3.0,874.58,-899.26
full,exit_trend_down,300475,香农芯创,HBM,0,0.0,812.0,-39.7,0.0,0.0,0.0,874.58,-62.58
full,exit_hold_or_trend_down,300475,香农芯创,HBM,5,40.0,5.07,-25.15,0.2,2.05,13.4,874.58,-869.51
full,exit_mu_ma_or_hold,300475,香农芯创,HBM,5,20.0,-19.67,-20.63,-0.95,-3.87,6.4,874.58,-894.25
full,exit_cao_pan_or_hold,300475,香农芯创,HBM,5,0.0,-24.68,-25.59,-0.96,-5.19,3.0,874.58,-899.26
full,exit_shou_cang_or_hold,300475,香农芯创,HBM,5,0.0,-24.68,-25.59,-0.96,-5.19,3.0,874.58,-899.26
first_half,exit_hold_line_disappear,300475,香农芯创,HBM,4,50.0,9.15,-22.34,0.41,3.43,12.5,32.57,-23.42
first_half,exit_shou_cang_disappear,300475,香农芯创,HBM,4,25.0,11.81,-21.87,0.54,4.36,10.2,32.57,-20.76
first_half,exit_mu_ma_disappear,300475,香农芯创,HBM,4,25.0,17.26,-17.66,0.98,6.09,12.8,32.57,-15.31
first_half,exit_cao_pan_disappear,300475,香农芯创,HBM,4,0.0,-17.88,-17.88,-1.0,-4.47,3.0,32.57,-50.45
first_half,exit_trend_down,300475,香农芯创,HBM,0,0.0,24.26,-39.7,0.0,0.0,0.0,32.57,-8.31
first_half,exit_hold_or_trend_down,300475,香农芯创,HBM,4,50.0,9.15,-22.34,0.41,3.43,12.5,32.57,-23.42
first_half,exit_mu_ma_or_hold,300475,香农芯创,HBM,4,25.0,-12.42,-17.66,-0.7,-2.83,7.2,32.57,-44.99
first_half,exit_cao_pan_or_hold,300475,香农芯创,HBM,4,0.0,-17.88,-17.88,-1.0,-4.47,3.0,32.57,-50.45
first_half,exit_shou_cang_or_hold,300475,香农芯创,HBM,4,0.0,-17.88,-17.88,-1.0,-4.47,3.0,32.57,-50.45
second_half,exit_hold_line_disappear,300475,香农芯创,HBM,1,0.0,-3.73,-15.77,-0.24,-3.48,17.0,642.95,-646.68
second_half,exit_shou_cang_disappear,300475,香农芯创,HBM,1,0.0,-8.28,-9.38,-0.88,-8.04,3.0,642.95,-651.23
second_half,exit_mu_ma_disappear,300475,香农芯创,HBM,1,0.0,-8.28,-9.38,-0.88,-8.04,3.0,642.95,-651.23
second_half,exit_cao_pan_disappear,300475,香农芯创,HBM,1,0.0,-8.28,-9.38,-0.88,-8.04,3.0,642.95,-651.23
second_half,exit_trend_down,300475,香农芯创,HBM,0,0.0,77.14,-28.24,0.0,0.0,0.0,642.95,-565.81
second_half,exit_hold_or_trend_down,300475,香农芯创,HBM,1,0.0,-3.73,-15.77,-0.24,-3.48,17.0,642.95,-646.68
second_half,exit_mu_ma_or_hold,300475,香农芯创,HBM,1,0.0,-8.28,-9.38,-0.88,-8.04,3.0,642.95,-651.23
second_half,exit_cao_pan_or_hold,300475,香农芯创,HBM,1,0.0,-8.28,-9.38,-0.88,-8.04,3.0,642.95,-651.23
second_half,exit_shou_cang_or_hold,300475,香农芯创,HBM,1,0.0,-8.28,-9.38,-0.88,-8.04,3.0,642.95,-651.23
full,exit_hold_line_disappear,002409,雅克科技,HBM,6,33.33,20.78,-23.19,0.9,4.46,13.2,256.95,-236.17
full,exit_shou_cang_disappear,002409,雅克科技,HBM,5,60.0,19.96,-19.49,1.02,5.17,22.8,256.95,-236.99
full,exit_mu_ma_disappear,002409,雅克科技,HBM,6,16.67,-6.86,-24.55,-0.28,-0.56,9.0,256.95,-263.81
full,exit_cao_pan_disappear,002409,雅克科技,HBM,6,33.33,7.01,-22.51,0.31,1.97,11.0,256.95,-249.94
full,exit_trend_down,002409,雅克科技,HBM,0,0.0,265.18,-28.81,0.0,0.0,0.0,256.95,8.23
full,exit_hold_or_trend_down,002409,雅克科技,HBM,6,33.33,20.78,-23.19,0.9,4.46,13.2,256.95,-236.17
full,exit_mu_ma_or_hold,002409,雅克科技,HBM,6,16.67,-6.86,-24.55,-0.28,-0.56,9.0,256.95,-263.81
full,exit_cao_pan_or_hold,002409,雅克科技,HBM,6,33.33,-0.58,-23.11,-0.03,0.48,7.3,256.95,-257.53
full,exit_shou_cang_or_hold,002409,雅克科技,HBM,6,33.33,-6.52,-23.11,-0.28,-0.47,7.8,256.95,-263.47
first_half,exit_hold_line_disappear,002409,雅克科技,HBM,3,33.33,-4.75,-21.65,-0.22,-0.58,7.0,-7.92,3.17
first_half,exit_shou_cang_disappear,002409,雅克科技,HBM,2,0.0,-18.61,-18.61,-1.0,-9.54,9.5,-7.92,-10.69
first_half,exit_mu_ma_disappear,002409,雅克科技,HBM,3,33.33,-3.29,-21.65,-0.15,-0.12,6.7,-7.92,4.63
first_half,exit_cao_pan_disappear,002409,雅克科技,HBM,3,33.33,9.03,-21.04,0.43,4.3,13.3,-7.92,16.95
first_half,exit_trend_down,002409,雅克科技,HBM,0,0.0,-5.6,-28.81,0.0,0.0,0.0,-7.92,2.32
first_half,exit_hold_or_trend_down,002409,雅克科技,HBM,3,33.33,-4.75,-21.65,-0.22,-0.58,7.0,-7.92,3.17
first_half,exit_mu_ma_or_hold,002409,雅克科技,HBM,3,33.33,-3.29,-21.65,-0.15,-0.12,6.7,-7.92,4.63
first_half,exit_cao_pan_or_hold,002409,雅克科技,HBM,3,33.33,1.3,-21.65,0.06,1.31,6.0,-7.92,9.22
first_half,exit_shou_cang_or_hold,002409,雅克科技,HBM,3,33.33,-4.75,-21.65,-0.22,-0.58,7.0,-7.92,3.17
second_half,exit_hold_line_disappear,002409,雅克科技,HBM,2,50.0,28.36,-8.34,3.4,14.72,24.5,264.79,-236.43
second_half,exit_shou_cang_disappear,002409,雅克科技,HBM,2,100.0,36.17,-17.87,2.02,18.22,20.5,264.79,-228.62
second_half,exit_mu_ma_disappear,002409,雅克科技,HBM,2,0.0,-2.52,-8.09,-0.31,-1.01,12.5,264.79,-267.31
second_half,exit_cao_pan_disappear,002409,雅克科技,HBM,2,50.0,-0.66,-8.09,-0.08,-0.06,8.5,264.79,-265.45
second_half,exit_trend_down,002409,雅克科技,HBM,0,0.0,184.26,-21.73,0.0,0.0,0.0,264.79,-80.53
second_half,exit_hold_or_trend_down,002409,雅克科技,HBM,2,50.0,28.36,-8.34,3.4,14.72,24.5,264.79,-236.43
second_half,exit_mu_ma_or_hold,002409,雅克科技,HBM,2,0.0,-2.52,-8.09,-0.31,-1.01,12.5,264.79,-267.31
second_half,exit_cao_pan_or_hold,002409,雅克科技,HBM,2,50.0,-0.66,-8.09,-0.08,-0.06,8.5,264.79,-265.45
second_half,exit_shou_cang_or_hold,002409,雅克科技,HBM,2,50.0,-0.66,-8.09,-0.08,-0.06,8.5,264.79,-265.45
full,exit_hold_line_disappear,600584,长电科技,先进封装/封测,6,66.67,131.47,-15.69,8.38,18.57,18.8,178.77,-47.3
full,exit_shou_cang_disappear,600584,长电科技,先进封装/封测,6,83.33,66.74,-12.51,5.34,10.12,14.0,178.77,-112.03
full,exit_mu_ma_disappear,600584,长电科技,先进封装/封测,6,66.67,143.84,-19.07,7.54,19.79,18.2,178.77,-34.93
full,exit_cao_pan_disappear,600584,长电科技,先进封装/封测,6,83.33,57.87,-19.07,3.03,9.14,17.5,178.77,-120.9
full,exit_trend_down,600584,长电科技,先进封装/封测,0,0.0,215.69,-35.75,0.0,0.0,0.0,178.77,36.92
full,exit_hold_or_trend_down,600584,长电科技,先进封装/封测,6,66.67,131.47,-15.69,8.38,18.57,18.8,178.77,-47.3
full,exit_mu_ma_or_hold,600584,长电科技,先进封装/封测,6,66.67,129.92,-15.69,8.28,18.45,15.2,178.77,-48.85
full,exit_cao_pan_or_hold,600584,长电科技,先进封装/封测,6,83.33,35.56,-15.69,2.27,6.15,7.7,178.77,-143.21
full,exit_shou_cang_or_hold,600584,长电科技,先进封装/封测,6,83.33,44.72,-7.04,6.35,7.2,6.8,178.77,-134.05
first_half,exit_hold_line_disappear,600584,长电科技,先进封装/封测,3,66.67,30.48,-15.69,1.94,10.74,17.3,-0.87,31.35
first_half,exit_shou_cang_disappear,600584,长电科技,先进封装/封测,3,66.67,52.42,-12.51,4.19,16.9,14.0,-0.87,53.29
first_half,exit_mu_ma_disappear,600584,长电科技,先进封装/封测,3,66.67,37.45,-19.07,1.96,13.19,16.0,-0.87,38.32
first_half,exit_cao_pan_disappear,600584,长电科技,先进封装/封测,3,66.67,39.56,-19.07,2.07,13.73,15.3,-0.87,40.43
first_half,exit_trend_down,600584,长电科技,先进封装/封测,0,0.0,12.44,-35.75,0.0,0.0,0.0,-0.87,13.31
first_half,exit_hold_or_trend_down,600584,长电科技,先进封装/封测,3,66.67,30.48,-15.69,1.94,10.74,17.3,-0.87,31.35
first_half,exit_mu_ma_or_hold,600584,长电科技,先进封装/封测,3,66.67,29.6,-15.69,1.89,10.51,10.0,-0.87,30.47
first_half,exit_cao_pan_or_hold,600584,长电科技,先进封装/封测,3,66.67,31.59,-15.69,2.01,11.05,9.3,-0.87,32.46
first_half,exit_shou_cang_or_hold,600584,长电科技,先进封装/封测,3,66.67,40.48,-7.04,5.75,13.14,7.7,-0.87,41.35
second_half,exit_hold_line_disappear,600584,长电科技,先进封装/封测,2,50.0,76.89,-14.69,5.24,39.32,24.5,162.1,-85.21
second_half,exit_shou_cang_disappear,600584,长电科技,先进封装/封测,2,100.0,2.72,-2.15,1.27,1.61,3.0,162.1,-159.38
second_half,exit_mu_ma_disappear,600584,长电科技,先进封装/封测,2,50.0,76.89,-14.69,5.24,39.32,24.5,162.1,-85.21
second_half,exit_cao_pan_disappear,600584,长电科技,先进封装/封测,2,100.0,2.72,-2.15,1.27,1.61,3.0,162.1,-159.38
second_half,exit_trend_down,600584,长电科技,先进封装/封测,0,0.0,154.59,-27.27,0.0,0.0,0.0,162.1,-7.51
second_half,exit_hold_or_trend_down,600584,长电科技,先进封装/封测,2,50.0,76.89,-14.69,5.24,39.32,24.5,162.1,-85.21
second_half,exit_mu_ma_or_hold,600584,长电科技,先进封装/封测,2,50.0,76.89,-14.69,5.24,39.32,24.5,162.1,-85.21
second_half,exit_cao_pan_or_hold,600584,长电科技,先进封装/封测,2,100.0,2.72,-2.15,1.27,1.61,3.0,162.1,-159.38
second_half,exit_shou_cang_or_hold,600584,长电科技,先进封装/封测,2,100.0,2.72,-2.15,1.27,1.61,3.0,162.1,-159.38
full,exit_hold_line_disappear,002156,通富微电,先进封装/封测,7,71.43,42.69,-18.67,2.29,6.06,17.4,193.7,-151.01
full,exit_shou_cang_disappear,002156,通富微电,先进封装/封测,8,75.0,372.73,-22.65,16.45,24.46,26.5,193.7,179.03
full,exit_mu_ma_disappear,002156,通富微电,先进封装/封测,8,75.0,119.08,-18.67,6.38,11.55,16.6,193.7,-74.62
full,exit_cao_pan_disappear,002156,通富微电,先进封装/封测,8,62.5,138.95,-18.48,7.52,13.04,18.1,193.7,-54.75
full,exit_trend_down,002156,通富微电,先进封装/封测,0,0.0,227.28,-38.35,0.0,0.0,0.0,193.7,33.58
full,exit_hold_or_trend_down,002156,通富微电,先进封装/封测,7,71.43,42.69,-18.67,2.29,6.06,17.4,193.7,-151.01
full,exit_mu_ma_or_hold,002156,通富微电,先进封装/封测,8,75.0,107.78,-18.67,5.77,10.67,15.1,193.7,-85.92
full,exit_cao_pan_or_hold,002156,通富微电,先进封装/封测,8,62.5,81.87,-10.42,7.86,8.9,10.1,193.7,-111.83
full,exit_shou_cang_or_hold,002156,通富微电,先进封装/封测,8,75.0,109.61,-18.67,5.87,10.79,11.5,193.7,-84.09
first_half,exit_hold_line_disappear,002156,通富微电,先进封装/封测,4,75.0,14.0,-18.67,0.75,3.25,18.0,10.24,3.76
first_half,exit_shou_cang_disappear,002156,通富微电,先进封装/封测,4,75.0,66.19,-22.65,2.92,15.66,12.8,10.24,55.95
first_half,exit_mu_ma_disappear,002156,通富微电,先进封装/封测,4,75.0,18.11,-18.67,0.97,4.11,13.0,10.24,7.87
first_half,exit_cao_pan_disappear,002156,通富微电,先进封装/封测,4,50.0,3.39,-9.29,0.36,0.56,3.0,10.24,-6.85
first_half,exit_trend_down,002156,通富微电,先进封装/封测,0,0.0,23.03,-38.35,0.0,0.0,0.0,10.24,12.79
first_half,exit_hold_or_trend_down,002156,通富微电,先进封装/封测,4,75.0,14.0,-18.67,0.75,3.25,18.0,10.24,3.76
first_half,exit_mu_ma_or_hold,002156,通富微电,先进封装/封测,4,75.0,18.11,-18.67,0.97,4.11,13.0,10.24,7.87
first_half,exit_cao_pan_or_hold,002156,通富微电,先进封装/封测,4,50.0,3.39,-9.29,0.36,0.56,3.0,10.24,-6.85
first_half,exit_shou_cang_or_hold,002156,通富微电,先进封装/封测,4,75.0,19.16,-18.67,1.03,4.36,5.8,10.24,8.92
second_half,exit_hold_line_disappear,002156,通富微电,先进封装/封测,2,50.0,23.2,-6.87,3.38,12.48,17.5,136.5,-113.3
second_half,exit_shou_cang_disappear,002156,通富微电,先进封装/封测,3,66.67,75.08,-18.52,4.05,21.99,25.7,136.5,-61.42
second_half,exit_mu_ma_disappear,002156,通富微电,先进封装/封测,3,66.67,82.58,-18.59,4.44,23.83,22.0,136.5,-53.92
second_half,exit_cao_pan_disappear,002156,通富微电,先进封装/封测,3,66.67,79.82,-18.48,4.32,23.29,24.7,136.5,-56.68
second_half,exit_trend_down,002156,通富微电,先进封装/封测,0,0.0,76.39,-28.3,0.0,0.0,0.0,136.5,-60.11
second_half,exit_hold_or_trend_down,002156,通富微电,先进封装/封测,2,50.0,23.2,-6.87,3.38,12.48,17.5,136.5,-113.3
second_half,exit_mu_ma_or_hold,002156,通富微电,先进封装/封测,3,66.67,73.16,-10.42,7.02,21.49,18.0,136.5,-63.34
second_half,exit_cao_pan_or_hold,002156,通富微电,先进封装/封测,3,66.67,73.16,-10.42,7.02,21.49,18.0,136.5,-63.34
second_half,exit_shou_cang_or_hold,002156,通富微电,先进封装/封测,3,66.67,73.16,-10.42,7.02,21.49,18.0,136.5,-63.34
full,exit_hold_line_disappear,002185,华天科技,先进封装/封测,7,42.86,114.65,-21.95,5.22,14.47,20.7,120.44,-5.79
full,exit_shou_cang_disappear,002185,华天科技,先进封装/封测,8,75.0,131.4,-17.75,7.4,12.71,14.9,120.44,10.96
full,exit_mu_ma_disappear,002185,华天科技,先进封装/封测,8,62.5,118.34,-14.43,8.2,12.1,15.5,120.44,-2.1
full,exit_cao_pan_disappear,002185,华天科技,先进封装/封测,8,62.5,57.71,-17.75,3.25,7.41,6.9,120.44,-62.73
full,exit_trend_down,002185,华天科技,先进封装/封测,0,0.0,146.95,-38.87,0.0,0.0,0.0,120.44,26.51
full,exit_hold_or_trend_down,002185,华天科技,先进封装/封测,7,42.86,114.65,-21.95,5.22,14.47,20.7,120.44,-5.79
full,exit_mu_ma_or_hold,002185,华天科技,先进封装/封测,8,62.5,133.27,-10.89,12.24,13.34,15.2,120.44,12.83
full,exit_cao_pan_or_hold,002185,华天科技,先进封装/封测,8,62.5,71.03,-10.81,6.57,9.05,6.6,120.44,-49.41
full,exit_shou_cang_or_hold,002185,华天科技,先进封装/封测,8,75.0,139.59,-10.81,12.92,13.69,11.6,120.44,19.15
first_half,exit_hold_line_disappear,002185,华天科技,先进封装/封测,4,25.0,50.26,-14.04,3.58,14.61,20.2,0.62,49.64
first_half,exit_shou_cang_disappear,002185,华天科技,先进封装/封测,4,50.0,55.51,-17.75,3.13,14.18,11.0,0.62,54.89
first_half,exit_mu_ma_disappear,002185,华天科技,先进封装/封测,4,50.0,60.96,-14.43,4.23,15.63,15.2,0.62,60.34
first_half,exit_cao_pan_disappear,002185,华天科技,先进封装/封测,4,50.0,55.51,-17.75,3.13,14.18,10.8,0.62,54.89
first_half,exit_trend_down,002185,华天科技,先进封装/封测,0,0.0,12.88,-38.87,0.0,0.0,0.0,0.62,12.26
first_half,exit_hold_or_trend_down,002185,华天科技,先进封装/封测,4,25.0,50.26,-14.04,3.58,14.61,20.2,0.62,49.64
first_half,exit_mu_ma_or_hold,002185,华天科技,先进封装/封测,4,50.0,67.61,-10.89,6.21,17.3,15.0,0.62,66.99
first_half,exit_cao_pan_or_hold,002185,华天科技,先进封装/封测,4,50.0,68.65,-10.81,6.35,17.47,10.2,0.62,68.03
first_half,exit_shou_cang_or_hold,002185,华天科技,先进封装/封测,4,50.0,68.65,-10.81,6.35,17.47,10.2,0.62,68.03
second_half,exit_hold_line_disappear,002185,华天科技,先进封装/封测,2,50.0,31.59,-21.95,1.44,17.02,24.0,88.83,-57.24
second_half,exit_shou_cang_disappear,002185,华天科技,先进封装/封测,3,100.0,32.57,-11.13,2.93,10.81,13.7,88.83,-56.26
second_half,exit_mu_ma_disappear,002185,华天科技,先进封装/封测,3,66.67,24.96,-11.37,2.2,8.5,15.7,88.83,-63.87
second_half,exit_cao_pan_disappear,002185,华天科技,先进封装/封测,3,100.0,4.48,-0.71,6.32,1.74,3.0,88.83,-84.35
second_half,exit_trend_down,002185,华天科技,先进封装/封测,0,0.0,76.84,-25.3,0.0,0.0,0.0,88.83,-11.99
second_half,exit_hold_or_trend_down,002185,华天科技,先进封装/封测,2,50.0,31.59,-21.95,1.44,17.02,24.0,88.83,-57.24
second_half,exit_mu_ma_or_hold,002185,华天科技,先进封装/封测,3,66.67,28.2,-9.07,3.11,9.56,15.3,88.83,-60.63
second_half,exit_cao_pan_or_hold,002185,华天科技,先进封装/封测,3,100.0,4.48,-0.71,6.32,1.74,3.0,88.83,-84.35
second_half,exit_shou_cang_or_hold,002185,华天科技,先进封装/封测,3,100.0,30.87,-9.07,3.41,10.26,12.0,88.83,-57.96
full,exit_hold_line_disappear,603005,晶方科技,先进封装/封测,5,60.0,76.75,-24.82,3.09,13.8,25.0,111.6,-34.85
full,exit_shou_cang_disappear,603005,晶方科技,先进封装/封测,6,50.0,65.89,-20.62,3.2,11.19,17.8,111.6,-45.71
full,exit_mu_ma_disappear,603005,晶方科技,先进封装/封测,6,50.0,98.05,-23.88,4.11,14.59,15.5,111.6,-13.55
full,exit_cao_pan_disappear,603005,晶方科技,先进封装/封测,6,33.33,-4.73,-4.76,-0.99,-0.51,4.2,111.6,-116.33
full,exit_trend_down,603005,晶方科技,先进封装/封测,0,0.0,137.05,-31.67,0.0,0.0,0.0,111.6,25.45
full,exit_hold_or_trend_down,603005,晶方科技,先进封装/封测,5,60.0,76.75,-24.82,3.09,13.8,25.0,111.6,-34.85
full,exit_mu_ma_or_hold,603005,晶方科技,先进封装/封测,6,50.0,59.37,-23.88,2.49,10.15,12.2,111.6,-52.23
full,exit_cao_pan_or_hold,603005,晶方科技,先进封装/封测,6,33.33,-4.73,-4.76,-0.99,-0.51,4.2,111.6,-116.33
full,exit_shou_cang_or_hold,603005,晶方科技,先进封装/封测,6,33.33,44.34,-23.68,1.87,8.43,9.7,111.6,-67.26
first_half,exit_hold_line_disappear,603005,晶方科技,先进封装/封测,2,50.0,42.24,-24.08,1.75,22.61,26.5,32.8,9.44
first_half,exit_shou_cang_disappear,603005,晶方科技,先进封装/封测,3,33.33,51.22,-20.39,2.51,18.91,15.3,32.8,18.42
first_half,exit_mu_ma_disappear,603005,晶方科技,先进封装/封测,3,33.33,45.88,-22.87,2.01,16.98,14.0,32.8,13.08
first_half,exit_cao_pan_disappear,603005,晶方科技,先进封装/封测,3,33.33,-3.72,-4.53,-0.82,-0.89,3.0,32.8,-36.52
first_half,exit_trend_down,603005,晶方科技,先进封装/封测,0,0.0,48.89,-31.67,0.0,0.0,0.0,32.8,16.09
first_half,exit_hold_or_trend_down,603005,晶方科技,先进封装/封测,2,50.0,42.24,-24.08,1.75,22.61,26.5,32.8,9.44
first_half,exit_mu_ma_or_hold,603005,晶方科技,先进封装/封测,3,33.33,45.88,-22.87,2.01,16.98,14.0,32.8,13.08
first_half,exit_cao_pan_or_hold,603005,晶方科技,先进封装/封测,3,33.33,-3.72,-4.53,-0.82,-0.89,3.0,32.8,-36.52
first_half,exit_shou_cang_or_hold,603005,晶方科技,先进封装/封测,3,33.33,45.88,-22.87,2.01,16.98,14.0,32.8,13.08
