period,strategy,entry,exit,min_hold_days,confirm_days,cooldown_days,stocks,stocks_with_trades,trades,weighted_win_rate,positive_stocks,beat_bh_stocks,median_return,median_drawdown,median_calmar,median_vs_bh
second_half,tianma__hold_and_shou_gone,tianma,hold_and_shou_gone,10,3,0,61,53,106,50.0,37,18,7.04,-18.94,0.11,-51.16
second_half,low_kdj_25__hold_and_shou_gone,low_kdj_25,hold_and_shou_gone,5,4,0,61,56,145,47.59,38,18,6.95,-21.08,0.11,-47.13
second_half,low_kdj_25__mu_or_shou_gone,low_kdj_25,mu_or_shou_gone,5,5,0,61,56,208,37.98,35,15,4.18,-18.83,0.11,-49.31
second_half,tianma__hold_and_shou_gone,tianma,hold_and_shou_gone,30,5,0,61,51,74,59.46,36,17,7.63,-20.97,0.1,-44.47
second_half,low_kdj_25__shou_gone,low_kdj_25,shou_gone,5,2,0,61,57,195,40.0,33,14,4.12,-19.38,0.1,-48.58
second_half,low_kdj_25__shou_or_trend_down,low_kdj_25,shou_or_trend_down,5,2,0,61,57,196,39.8,33,13,4.12,-19.47,0.1,-48.58
second_half,tianma__shou_gone,tianma,shou_gone,10,2,0,61,55,115,44.35,36,16,2.79,-17.8,0.1,-51.98
second_half,tianma__shou_or_trend_down,tianma,shou_or_trend_down,5,2,0,61,55,138,40.58,33,13,2.35,-17.69,0.1,-53.19
second_half,tianma__shou_gone,tianma,shou_gone,5,2,0,61,55,138,40.58,32,13,1.85,-17.69,0.1,-53.19
second_half,tianma__mu_or_shou_gone,tianma,mu_or_shou_gone,5,1,0,61,56,155,41.94,31,14,1.22,-10.32,0.09,-78.89
second_half,tianma__hold_or_shou_gone,tianma,hold_or_shou_gone,5,1,0,61,56,151,41.06,31,14,1.92,-12.36,0.08,-62.28
second_half,low_kdj_25__mu_or_shou_gone,low_kdj_25,mu_or_shou_gone,5,2,0,61,58,225,39.11,32,13,1.89,-16.37,0.08,-60.39
second_half,tianma__hold_and_shou_gone,tianma,hold_and_shou_gone,30,4,0,61,51,77,59.74,36,17,8.64,-20.29,0.06,-49.31
second_half,tianma__mu_or_shou_gone,tianma,mu_or_shou_gone,20,5,0,61,52,91,56.04,35,14,4.79,-18.34,0.06,-51.98
second_half,tianma__mu_or_shou_gone,tianma,mu_or_shou_gone,10,4,0,61,54,119,43.7,35,16,2.65,-16.94,0.06,-56.69
second_half,low_kdj_25__shou_gone,low_kdj_25,shou_gone,5,1,0,61,57,199,38.69,34,13,2.16,-18.66,0.05,-46.28
second_half,tianma__shou_gone,tianma,shou_gone,5,4,0,61,53,132,43.18,34,14,4.41,-18.83,0.03,-49.31
second_half,tianma__shou_gone,tianma,shou_gone,15,4,0,61,53,101,53.46,36,18,4.41,-18.91,0.03,-49.31
second_half,tianma__shou_or_trend_down,tianma,shou_or_trend_down,15,4,0,61,53,101,52.47,35,18,4.41,-18.91,0.03,-49.31
second_half,low_kdj_25__shou_gone,low_kdj_25,shou_gone,5,5,0,61,56,186,40.32,33,12,4.13,-19.83,0.03,-44.47
second_half,tianma__shou_gone,tianma,shou_gone,10,4,0,61,53,110,47.27,34,17,2.88,-18.97,0.03,-51.18
second_half,low_kdj_25__shou_or_trend_down,low_kdj_25,shou_or_trend_down,5,5,0,61,56,186,40.32,33,13,1.94,-19.83,0.03,-45.05
second_half,low_kdj_25__shou_or_trend_down,low_kdj_25,shou_or_trend_down,5,1,0,61,57,199,38.69,34,14,0.66,-18.66,0.03,-47.25
second_half,tianma__shou_gone,tianma,shou_gone,5,1,0,61,55,142,39.44,32,13,1.34,-17.06,0.01,-53.65
second_half,tianma__shou_or_trend_down,tianma,shou_or_trend_down,5,1,0,61,55,142,40.14,32,12,0.43,-16.94,0.01,-53.65
second_half,tianma__hold_or_shou_gone,tianma,hold_or_shou_gone,5,3,0,61,56,145,42.07,31,13,0.23,-13.57,0.01,-56.4
second_half,tianma__hold_and_shou_gone,tianma,hold_and_shou_gone,5,5,0,61,51,100,45.0,34,18,6.57,-20.58,0.0,-47.81
second_half,tianma__hold_and_shou_gone,tianma,hold_and_shou_gone,20,5,0,61,51,81,53.09,35,18,4.66,-20.9,0.0,-44.47
second_half,tianma__hold_and_shou_gone,tianma,hold_and_shou_gone,5,4,0,61,51,109,45.87,34,19,4.41,-19.75,0.0,-49.31
second_half,tianma__hold_and_shou_gone,tianma,hold_and_shou_gone,15,4,0,61,51,92,51.09,34,18,4.41,-19.47,0.0,-49.31
second_half,tianma__hold_and_shou_gone,tianma,hold_and_shou_gone,20,4,0,61,51,84,54.76,35,17,4.41,-19.47,0.0,-49.31
second_half,tianma__mu_or_shou_gone,tianma,mu_or_shou_gone,10,5,0,61,52,117,42.74,34,16,4.36,-16.8,0.0,-49.31
second_half,tianma__hold_and_shou_gone,tianma,hold_and_shou_gone,10,5,0,61,51,94,47.87,34,18,3.82,-20.58,0.0,-46.17
second_half,tianma__hold_and_shou_gone,tianma,hold_and_shou_gone,15,5,0,61,51,89,50.56,33,17,3.82,-20.58,0.0,-44.47
second_half,tianma__shou_gone,tianma,shou_gone,15,5,0,61,52,100,52.0,34,17,3.82,-19.47,0.0,-46.74
second_half,tianma__shou_or_trend_down,tianma,shou_or_trend_down,5,4,0,61,53,132,41.67,33,15,3.36,-18.83,0.0,-54.82
second_half,tianma__shou_gone,tianma,shou_gone,5,5,0,61,52,131,41.22,33,14,3.3,-18.94,0.0,-44.47
second_half,tianma__shou_or_trend_down,tianma,shou_or_trend_down,10,4,0,61,53,111,45.95,33,17,2.88,-18.97,0.0,-51.18
second_half,tianma__shou_gone,tianma,shou_gone,10,5,0,61,52,109,45.87,33,17,2.56,-19.68,0.0,-49.86
second_half,tianma__shou_or_trend_down,tianma,shou_or_trend_down,10,5,0,61,52,109,45.87,33,17,2.54,-19.68,0.0,-49.86
second_half,tianma__shou_gone,tianma,shou_gone,20,5,0,61,52,90,50.0,33,16,2.24,-19.68,0.0,-51.67
second_half,tianma__shou_or_trend_down,tianma,shou_or_trend_down,15,5,0,61,52,100,52.0,34,17,2.24,-19.47,0.0,-46.74
second_half,tianma__hold_and_shou_gone,tianma,hold_and_shou_gone,10,4,0,61,51,100,49.0,33,18,1.99,-19.47,0.0,-49.31
second_half,tianma__shou_gone,tianma,shou_gone,20,4,0,61,53,91,52.75,34,14,1.99,-18.97,0.0,-50.83
second_half,tianma__shou_or_trend_down,tianma,shou_or_trend_down,20,4,0,61,53,91,51.65,33,14,1.99,-18.97,0.0,-50.83
second_half,tianma__shou_or_trend_down,tianma,shou_or_trend_down,20,5,0,61,52,90,51.11,33,16,0.91,-19.68,0.0,-51.67
second_half,tianma__shou_or_trend_down,tianma,shou_or_trend_down,5,5,0,61,52,131,40.46,33,14,0.9,-18.94,0.0,-46.89
second_half,tianma__hold_or_shou_gone,tianma,hold_or_shou_gone,5,2,0,61,56,147,39.46,27,12,0.0,-13.57,0.0,-65.47
second_half,tianma__mu_or_shou_gone,tianma,mu_or_shou_gone,5,2,0,61,56,152,40.79,29,13,0.0,-13.68,0.0,-76.71
second_half,tianma__mu_or_shou_gone,tianma,mu_or_shou_gone,5,3,0,61,56,149,40.27,29,14,0.0,-14.67,0.0,-56.4
second_half,tianma__mu_or_shou_gone,tianma,mu_or_shou_gone,5,4,0,61,54,146,37.67,30,14,0.0,-16.94,0.0,-56.4
second_half,tianma__mu_or_shou_gone,tianma,mu_or_shou_gone,5,5,0,61,52,143,36.36,30,14,0.0,-16.94,0.0,-50.45
