strategy,window,regime,code,name,segment,n_trades,win_rate,total_return,max_drawdown,calmar,avg_return,avg_hold_days,bh_return,bh_max_drawdown,vs_bh
candidate_low25_hold20_confirm4,2025-06-10_2026-06-18,bull_80pct_plus,301191,菲菱科思,交换机/网络设备,1,100.0,16.23,-15.93,1.02,10.11,47.0,80.51,-32.81,-64.28
candidate_tianma_hold20_confirm4,2025-06-10_2026-06-18,bull_80pct_plus,301191,菲菱科思,交换机/网络设备,1,100.0,16.23,-15.93,1.02,10.11,47.0,80.51,-32.81,-64.28
control_tianma_fixed20,2025-06-10_2026-06-18,bull_80pct_plus,301191,菲菱科思,交换机/网络设备,1,0.0,-6.06,-15.93,-0.38,-11.0,20.0,80.51,-32.81,-86.57
candidate_low25_hold20_confirm4,2025-06-24_2026-07-03,up_20_to_80pct,301191,菲菱科思,交换机/网络设备,1,100.0,17.83,-15.93,1.12,10.11,47.0,72.28,-32.81,-54.45
candidate_tianma_hold20_confirm4,2025-06-24_2026-07-03,up_20_to_80pct,301191,菲菱科思,交换机/网络设备,1,100.0,17.83,-15.93,1.12,10.11,47.0,72.28,-32.81,-54.45
control_tianma_fixed20,2025-06-24_2026-07-03,up_20_to_80pct,301191,菲菱科思,交换机/网络设备,1,0.0,-4.77,-17.89,-0.27,-11.0,20.0,72.28,-32.81,-77.05
candidate_low25_hold20_confirm4,2024-06-12_2025-06-23,up_20_to_80pct,002130,沃尔核材,高速铜缆/铜连接,2,50.0,26.65,-37.02,0.72,22.12,23.0,34.49,-44.83,-7.84
candidate_tianma_hold20_confirm4,2024-06-12_2025-06-23,up_20_to_80pct,002130,沃尔核材,高速铜缆/铜连接,2,50.0,26.65,-37.02,0.72,22.12,23.0,34.49,-44.83,-7.84
control_tianma_fixed20,2024-06-12_2025-06-23,up_20_to_80pct,002130,沃尔核材,高速铜缆/铜连接,2,50.0,29.34,-32.52,0.9,23.91,20.0,34.49,-44.83,-5.15
candidate_low25_hold20_confirm4,2024-09-04_2025-09-15,up_20_to_80pct,002130,沃尔核材,高速铜缆/铜连接,1,0.0,-24.78,-30.1,-0.82,-24.58,20.0,25.83,-44.83,-50.61
candidate_tianma_hold20_confirm4,2024-09-04_2025-09-15,up_20_to_80pct,002130,沃尔核材,高速铜缆/铜连接,1,0.0,-24.78,-30.1,-0.82,-24.58,20.0,25.83,-44.83,-50.61
control_tianma_fixed20,2024-09-04_2025-09-15,up_20_to_80pct,002130,沃尔核材,高速铜缆/铜连接,1,0.0,-24.78,-30.1,-0.82,-24.58,20.0,25.83,-44.83,-50.61
candidate_low25_hold20_confirm4,2024-12-06_2025-12-16,down_negative,002130,沃尔核材,高速铜缆/铜连接,1,0.0,-21.6,-30.1,-0.72,-24.58,20.0,-8.67,-43.17,-12.93
candidate_tianma_hold20_confirm4,2024-12-06_2025-12-16,down_negative,002130,沃尔核材,高速铜缆/铜连接,1,0.0,-21.6,-30.1,-0.72,-24.58,20.0,-8.67,-43.17,-12.93
control_tianma_fixed20,2024-12-06_2025-12-16,down_negative,002130,沃尔核材,高速铜缆/铜连接,1,0.0,-21.6,-30.1,-0.72,-24.58,20.0,-8.67,-43.17,-12.93
candidate_low25_hold20_confirm4,2025-03-11_2026-03-20,up_20_to_80pct,002130,沃尔核材,高速铜缆/铜连接,1,100.0,-6.41,-30.35,-0.21,8.92,46.0,37.65,-29.8,-44.06
candidate_tianma_hold20_confirm4,2025-03-11_2026-03-20,up_20_to_80pct,002130,沃尔核材,高速铜缆/铜连接,1,100.0,-2.94,-27.77,-0.11,8.92,46.0,37.65,-29.8,-40.59
control_tianma_fixed20,2025-03-11_2026-03-20,up_20_to_80pct,002130,沃尔核材,高速铜缆/铜连接,1,100.0,-4.49,-15.48,-0.29,7.18,20.0,37.65,-29.8,-42.14
candidate_low25_hold20_confirm4,2025-06-10_2026-06-18,down_negative,002130,沃尔核材,高速铜缆/铜连接,3,33.33,-27.32,-50.69,-0.54,-6.91,30.3,-12.89,-45.42,-14.43
candidate_tianma_hold20_confirm4,2025-06-10_2026-06-18,down_negative,002130,沃尔核材,高速铜缆/铜连接,2,50.0,-17.17,-43.81,-0.39,-4.41,38.0,-12.89,-45.42,-4.28
control_tianma_fixed20,2025-06-10_2026-06-18,down_negative,002130,沃尔核材,高速铜缆/铜连接,2,50.0,-9.24,-26.79,-0.34,-0.61,20.0,-12.89,-45.42,3.65
candidate_low25_hold20_confirm4,2025-06-24_2026-07-03,down_negative,002130,沃尔核材,高速铜缆/铜连接,4,50.0,-33.59,-53.65,-0.63,-4.54,27.8,-21.57,-48.7,-12.02
candidate_tianma_hold20_confirm4,2025-06-24_2026-07-03,down_negative,002130,沃尔核材,高速铜缆/铜连接,2,50.0,-26.04,-47.18,-0.55,-4.41,38.0,-21.57,-48.7,-4.47
control_tianma_fixed20,2025-06-24_2026-07-03,down_negative,002130,沃尔核材,高速铜缆/铜连接,3,33.33,-15.16,-26.79,-0.57,-4.71,20.0,-21.57,-48.7,6.41
candidate_low25_hold20_confirm4,2024-06-12_2025-06-23,down_negative,300563,神宇股份,高速铜缆/铜连接,3,66.67,55.74,-29.4,1.9,23.1,24.0,-6.89,-56.2,62.63
candidate_tianma_hold20_confirm4,2024-06-12_2025-06-23,down_negative,300563,神宇股份,高速铜缆/铜连接,3,66.67,55.74,-29.4,1.9,23.1,24.0,-6.89,-56.2,62.63
control_tianma_fixed20,2024-06-12_2025-06-23,down_negative,300563,神宇股份,高速铜缆/铜连接,3,66.67,77.43,-28.47,2.72,27.84,20.0,-6.89,-56.2,84.32
candidate_low25_hold20_confirm4,2024-09-04_2025-09-15,down_negative,300563,神宇股份,高速铜缆/铜连接,2,50.0,-14.19,-19.67,-0.72,-6.34,26.0,-30.34,-56.2,16.15
candidate_tianma_hold20_confirm4,2024-09-04_2025-09-15,down_negative,300563,神宇股份,高速铜缆/铜连接,2,50.0,-14.19,-19.67,-0.72,-6.34,26.0,-30.34,-56.2,16.15
control_tianma_fixed20,2024-09-04_2025-09-15,down_negative,300563,神宇股份,高速铜缆/铜连接,2,50.0,-2.24,-18.61,-0.12,0.77,20.0,-30.34,-56.2,28.1
candidate_low25_hold20_confirm4,2024-12-06_2025-12-16,down_negative,300563,神宇股份,高速铜缆/铜连接,3,33.33,-21.72,-23.89,-0.91,-7.07,26.7,-40.04,-47.42,18.32
candidate_tianma_hold20_confirm4,2024-12-06_2025-12-16,down_negative,300563,神宇股份,高速铜缆/铜连接,3,33.33,-21.72,-23.89,-0.91,-7.07,26.7,-40.04,-47.42,18.32
control_tianma_fixed20,2024-12-06_2025-12-16,down_negative,300563,神宇股份,高速铜缆/铜连接,3,33.33,-3.67,-18.61,-0.2,0.11,20.0,-40.04,-47.42,36.37
candidate_low25_hold20_confirm4,2025-03-11_2026-03-20,down_negative,300563,神宇股份,高速铜缆/铜连接,1,0.0,-26.06,-28.6,-0.91,-8.54,28.0,-9.51,-36.68,-16.55
candidate_tianma_hold20_confirm4,2025-03-11_2026-03-20,down_negative,300563,神宇股份,高速铜缆/铜连接,1,0.0,-18.68,-21.47,-0.87,-8.54,28.0,-9.51,-36.68,-9.17
control_tianma_fixed20,2025-03-11_2026-03-20,down_negative,300563,神宇股份,高速铜缆/铜连接,1,0.0,-12.16,-13.7,-0.89,-1.2,20.0,-9.51,-36.68,-2.65
candidate_low25_hold20_confirm4,2025-06-10_2026-06-18,down_negative,300563,神宇股份,高速铜缆/铜连接,2,0.0,-29.32,-32.75,-0.9,-14.58,24.0,-22.76,-45.4,-6.56
candidate_tianma_hold20_confirm4,2025-06-10_2026-06-18,down_negative,300563,神宇股份,高速铜缆/铜连接,2,0.0,-18.53,-26.03,-0.71,-8.52,34.5,-22.76,-45.4,4.23
control_tianma_fixed20,2025-06-10_2026-06-18,down_negative,300563,神宇股份,高速铜缆/铜连接,2,0.0,-10.68,-18.71,-0.57,-4.17,20.0,-22.76,-45.4,12.08
candidate_low25_hold20_confirm4,2025-06-24_2026-07-03,down_negative,300563,神宇股份,高速铜缆/铜连接,2,0.0,-32.75,-44.73,-0.73,-14.58,24.0,-29.02,-51.14,-3.73
candidate_tianma_hold20_confirm4,2025-06-24_2026-07-03,down_negative,300563,神宇股份,高速铜缆/铜连接,2,0.0,-22.49,-36.3,-0.62,-8.52,34.5,-29.02,-51.14,6.53
control_tianma_fixed20,2025-06-24_2026-07-03,down_negative,300563,神宇股份,高速铜缆/铜连接,2,0.0,-15.02,-28.94,-0.52,-4.17,20.0,-29.02,-51.14,14.0
candidate_low25_hold20_confirm4,2024-06-12_2025-06-23,up_20_to_80pct,300913,兆龙互连,高速铜缆/铜连接,2,100.0,34.11,-18.96,1.8,16.11,45.5,69.15,-47.51,-35.04
candidate_tianma_hold20_confirm4,2024-06-12_2025-06-23,up_20_to_80pct,300913,兆龙互连,高速铜缆/铜连接,2,100.0,34.11,-18.96,1.8,16.11,45.5,69.15,-47.51,-35.04
control_tianma_fixed20,2024-06-12_2025-06-23,up_20_to_80pct,300913,兆龙互连,高速铜缆/铜连接,3,66.67,41.64,-18.96,2.2,14.87,20.0,69.15,-47.51,-27.51
candidate_low25_hold20_confirm4,2024-09-04_2025-09-15,bull_80pct_plus,300913,兆龙互连,高速铜缆/铜连接,1,100.0,14.82,-11.97,1.24,15.12,32.0,91.49,-47.51,-76.67
candidate_tianma_hold20_confirm4,2024-09-04_2025-09-15,bull_80pct_plus,300913,兆龙互连,高速铜缆/铜连接,1,100.0,14.82,-11.97,1.24,15.12,32.0,91.49,-47.51,-76.67
control_tianma_fixed20,2024-09-04_2025-09-15,bull_80pct_plus,300913,兆龙互连,高速铜缆/铜连接,1,100.0,27.11,-3.43,7.91,27.44,20.0,91.49,-47.51,-64.38
candidate_low25_hold20_confirm4,2024-12-06_2025-12-16,down_negative,300913,兆龙互连,高速铜缆/铜连接,1,100.0,9.7,-22.92,0.42,15.12,32.0,-3.1,-41.58,12.8
candidate_tianma_hold20_confirm4,2024-12-06_2025-12-16,down_negative,300913,兆龙互连,高速铜缆/铜连接,1,100.0,9.7,-22.92,0.42,15.12,32.0,-3.1,-41.58,12.8
control_tianma_fixed20,2024-12-06_2025-12-16,down_negative,300913,兆龙互连,高速铜缆/铜连接,2,50.0,13.65,-13.02,1.05,8.55,20.0,-3.1,-41.58,16.75
candidate_low25_hold20_confirm4,2025-03-11_2026-03-20,up_20_to_80pct,300913,兆龙互连,高速铜缆/铜连接,2,0.0,-9.81,-16.73,-0.59,-4.71,28.5,28.52,-29.88,-38.33
candidate_tianma_hold20_confirm4,2025-03-11_2026-03-20,up_20_to_80pct,300913,兆龙互连,高速铜缆/铜连接,1,0.0,-1.14,-12.99,-0.09,-0.88,37.0,28.52,-29.88,-29.66
control_tianma_fixed20,2025-03-11_2026-03-20,up_20_to_80pct,300913,兆龙互连,高速铜缆/铜连接,1,0.0,-10.59,-12.99,-0.81,-10.35,20.0,28.52,-29.88,-39.11
candidate_low25_hold20_confirm4,2025-06-10_2026-06-18,up_20_to_80pct,300913,兆龙互连,高速铜缆/铜连接,3,33.33,-3.46,-18.78,-0.18,-0.7,26.0,25.31,-33.06,-28.77
candidate_tianma_hold20_confirm4,2025-06-10_2026-06-18,up_20_to_80pct,300913,兆龙互连,高速铜缆/铜连接,1,0.0,-1.14,-12.99,-0.09,-0.88,37.0,25.31,-33.06,-26.45
control_tianma_fixed20,2025-06-10_2026-06-18,up_20_to_80pct,300913,兆龙互连,高速铜缆/铜连接,1,0.0,-10.59,-12.99,-0.81,-10.35,20.0,25.31,-33.06,-35.9
candidate_low25_hold20_confirm4,2025-06-24_2026-07-03,down_negative,300913,兆龙互连,高速铜缆/铜连接,3,33.33,-3.46,-18.78,-0.18,-0.7,26.0,-18.84,-39.48,15.38
candidate_tianma_hold20_confirm4,2025-06-24_2026-07-03,down_negative,300913,兆龙互连,高速铜缆/铜连接,1,0.0,-1.14,-12.99,-0.09,-0.88,37.0,-18.84,-39.48,17.7
control_tianma_fixed20,2025-06-24_2026-07-03,down_negative,300913,兆龙互连,高速铜缆/铜连接,1,0.0,-10.59,-12.99,-0.81,-10.35,20.0,-18.84,-39.48,8.25
candidate_low25_hold20_confirm4,2024-06-12_2025-06-23,up_20_to_80pct,600577,精达股份,高速铜缆/铜连接,2,100.0,34.99,-15.55,2.25,16.51,31.0,69.48,-28.66,-34.49
candidate_tianma_hold20_confirm4,2024-06-12_2025-06-23,up_20_to_80pct,600577,精达股份,高速铜缆/铜连接,0,0.0,0.0,0.0,0.0,0.0,0.0,69.48,-28.66,-69.48
control_tianma_fixed20,2024-06-12_2025-06-23,up_20_to_80pct,600577,精达股份,高速铜缆/铜连接,0,0.0,0.0,0.0,0.0,0.0,0.0,69.48,-28.66,-69.48
candidate_low25_hold20_confirm4,2024-09-04_2025-09-15,up_20_to_80pct,600577,精达股份,高速铜缆/铜连接,1,100.0,13.87,-15.4,0.9,14.17,40.0,51.54,-28.66,-37.67
candidate_tianma_hold20_confirm4,2024-09-04_2025-09-15,up_20_to_80pct,600577,精达股份,高速铜缆/铜连接,0,0.0,0.0,0.0,0.0,0.0,0.0,51.54,-28.66,-51.54
control_tianma_fixed20,2024-09-04_2025-09-15,up_20_to_80pct,600577,精达股份,高速铜缆/铜连接,0,0.0,0.0,0.0,0.0,0.0,0.0,51.54,-28.66,-51.54
candidate_low25_hold20_confirm4,2024-12-06_2025-12-16,up_20_to_80pct,600577,精达股份,高速铜缆/铜连接,1,100.0,13.87,-15.4,0.9,14.17,40.0,40.47,-28.66,-26.6
candidate_tianma_hold20_confirm4,2024-12-06_2025-12-16,up_20_to_80pct,600577,精达股份,高速铜缆/铜连接,0,0.0,0.0,0.0,0.0,0.0,0.0,40.47,-28.66,-40.47
control_tianma_fixed20,2024-12-06_2025-12-16,up_20_to_80pct,600577,精达股份,高速铜缆/铜连接,0,0.0,0.0,0.0,0.0,0.0,0.0,40.47,-28.66,-40.47
candidate_low25_hold20_confirm4,2025-03-11_2026-03-20,bull_80pct_plus,600577,精达股份,高速铜缆/铜连接,0,0.0,0.0,0.0,0.0,0.0,0.0,100.7,-21.52,-100.7
candidate_tianma_hold20_confirm4,2025-03-11_2026-03-20,bull_80pct_plus,600577,精达股份,高速铜缆/铜连接,0,0.0,0.0,0.0,0.0,0.0,0.0,100.7,-21.52,-100.7
control_tianma_fixed20,2025-03-11_2026-03-20,bull_80pct_plus,600577,精达股份,高速铜缆/铜连接,0,0.0,0.0,0.0,0.0,0.0,0.0,100.7,-21.52,-100.7
candidate_low25_hold20_confirm4,2025-06-10_2026-06-18,up_20_to_80pct,600577,精达股份,高速铜缆/铜连接,1,100.0,-0.59,-16.86,-0.03,0.48,35.0,49.74,-32.69,-50.33
candidate_tianma_hold20_confirm4,2025-06-10_2026-06-18,up_20_to_80pct,600577,精达股份,高速铜缆/铜连接,1,100.0,0.22,-16.19,0.01,0.48,35.0,49.74,-32.69,-49.52
control_tianma_fixed20,2025-06-10_2026-06-18,up_20_to_80pct,600577,精达股份,高速铜缆/铜连接,1,100.0,9.06,-8.23,1.1,9.35,20.0,49.74,-32.69,-40.68
candidate_low25_hold20_confirm4,2025-06-24_2026-07-03,up_20_to_80pct,600577,精达股份,高速铜缆/铜连接,1,100.0,-18.09,-33.62,-0.54,0.48,35.0,24.77,-41.42,-42.86
candidate_tianma_hold20_confirm4,2025-06-24_2026-07-03,up_20_to_80pct,600577,精达股份,高速铜缆/铜连接,1,100.0,0.22,-16.19,0.01,0.48,35.0,24.77,-41.42,-24.55
control_tianma_fixed20,2025-06-24_2026-07-03,up_20_to_80pct,600577,精达股份,高速铜缆/铜连接,1,100.0,9.06,-8.23,1.1,9.35,20.0,24.77,-41.42,-15.71
candidate_low25_hold20_confirm4,2024-06-12_2025-06-23,down_negative,002475,立讯精密,连接器,3,33.33,5.64,-18.11,0.31,2.62,33.0,-11.77,-38.39,17.41
candidate_tianma_hold20_confirm4,2024-06-12_2025-06-23,down_negative,002475,立讯精密,连接器,2,0.0,-9.78,-16.02,-0.61,-4.77,27.0,-11.77,-38.39,1.99
control_tianma_fixed20,2024-06-12_2025-06-23,down_negative,002475,立讯精密,连接器,2,100.0,5.71,-10.89,0.52,3.09,20.0,-11.77,-38.39,17.48
candidate_low25_hold20_confirm4,2024-09-04_2025-09-15,up_20_to_80pct,002475,立讯精密,连接器,2,0.0,-9.78,-16.02,-0.61,-4.77,27.0,25.35,-38.19,-35.13
candidate_tianma_hold20_confirm4,2024-09-04_2025-09-15,up_20_to_80pct,002475,立讯精密,连接器,2,0.0,-9.78,-16.02,-0.61,-4.77,27.0,25.35,-38.19,-35.13
control_tianma_fixed20,2024-09-04_2025-09-15,up_20_to_80pct,002475,立讯精密,连接器,2,100.0,5.71,-10.89,0.52,3.09,20.0,25.35,-38.19,-19.64
candidate_low25_hold20_confirm4,2024-12-06_2025-12-16,up_20_to_80pct,002475,立讯精密,连接器,1,0.0,-5.38,-11.28,-0.48,-5.63,30.0,40.52,-38.19,-45.9
candidate_tianma_hold20_confirm4,2024-12-06_2025-12-16,up_20_to_80pct,002475,立讯精密,连接器,1,0.0,-5.38,-11.28,-0.48,-5.63,30.0,40.52,-38.19,-45.9
control_tianma_fixed20,2024-12-06_2025-12-16,up_20_to_80pct,002475,立讯精密,连接器,1,100.0,4.48,-8.67,0.52,4.21,20.0,40.52,-38.19,-36.04
candidate_low25_hold20_confirm4,2025-03-11_2026-03-20,up_20_to_80pct,002475,立讯精密,连接器,1,0.0,-9.76,-18.5,-0.53,-3.1,30.0,59.57,-33.92,-69.33
candidate_tianma_hold20_confirm4,2025-03-11_2026-03-20,up_20_to_80pct,002475,立讯精密,连接器,1,0.0,-9.76,-18.5,-0.53,-3.1,30.0,59.57,-33.92,-69.33
control_tianma_fixed20,2025-03-11_2026-03-20,up_20_to_80pct,002475,立讯精密,连接器,1,100.0,-3.53,-12.88,-0.27,3.59,20.0,59.57,-33.92,-63.1
candidate_low25_hold20_confirm4,2025-06-10_2026-06-18,bull_80pct_plus,002475,立讯精密,连接器,2,50.0,30.95,-18.5,1.67,16.38,43.0,85.72,-33.92,-54.77
candidate_tianma_hold20_confirm4,2025-06-10_2026-06-18,bull_80pct_plus,002475,立讯精密,连接器,2,50.0,30.95,-18.5,1.67,16.38,43.0,85.72,-33.92,-54.77
control_tianma_fixed20,2025-06-10_2026-06-18,bull_80pct_plus,002475,立讯精密,连接器,2,50.0,-5.34,-12.88,-0.41,-2.28,20.0,85.72,-33.92,-91.06
candidate_low25_hold20_confirm4,2025-06-24_2026-07-03,up_20_to_80pct,002475,立讯精密,连接器,2,50.0,30.95,-18.5,1.67,16.38,43.0,69.99,-33.92,-39.04
candidate_tianma_hold20_confirm4,2025-06-24_2026-07-03,up_20_to_80pct,002475,立讯精密,连接器,2,50.0,30.95,-18.5,1.67,16.38,43.0,69.99,-33.92,-39.04
control_tianma_fixed20,2025-06-24_2026-07-03,up_20_to_80pct,002475,立讯精密,连接器,2,50.0,-5.34,-12.88,-0.41,-2.28,20.0,69.99,-33.92,-75.33
candidate_low25_hold20_confirm4,2024-06-12_2025-06-23,flat_0_to_20pct,002179,中航光电,连接器,1,0.0,-11.23,-15.77,-0.71,-7.91,34.0,0.79,-25.47,-12.02
candidate_tianma_hold20_confirm4,2024-06-12_2025-06-23,flat_0_to_20pct,002179,中航光电,连接器,1,0.0,-8.15,-10.55,-0.77,-7.91,34.0,0.79,-25.47,-8.94
control_tianma_fixed20,2024-06-12_2025-06-23,flat_0_to_20pct,002179,中航光电,连接器,1,0.0,-4.47,-8.95,-0.5,-4.22,20.0,0.79,-25.47,-5.26
candidate_low25_hold20_confirm4,2024-09-04_2025-09-15,down_negative,002179,中航光电,连接器,2,0.0,-10.02,-15.77,-0.64,-4.84,30.5,-10.66,-22.83,0.64
candidate_tianma_hold20_confirm4,2024-09-04_2025-09-15,down_negative,002179,中航光电,连接器,2,50.0,-7.69,-10.66,-0.72,-3.57,29.0,-10.66,-22.83,2.97
control_tianma_fixed20,2024-09-04_2025-09-15,down_negative,002179,中航光电,连接器,2,50.0,-3.21,-8.95,-0.36,-1.32,20.0,-10.66,-22.83,7.45
candidate_low25_hold20_confirm4,2024-12-06_2025-12-16,down_negative,002179,中航光电,连接器,1,0.0,-11.1,-14.92,-0.74,-1.78,27.0,-12.07,-24.71,0.97
candidate_tianma_hold20_confirm4,2024-12-06_2025-12-16,down_negative,002179,中航光电,连接器,1,100.0,-8.79,-14.74,-0.6,0.77,24.0,-12.07,-24.71,3.28
control_tianma_fixed20,2024-12-06_2025-12-16,down_negative,002179,中航光电,连接器,2,50.0,-7.6,-11.95,-0.64,-3.5,20.0,-12.07,-24.71,4.47
candidate_low25_hold20_confirm4,2025-03-11_2026-03-20,down_negative,002179,中航光电,连接器,2,50.0,-8.87,-17.18,-0.52,-0.05,37.0,-16.49,-24.71,7.62
candidate_tianma_hold20_confirm4,2025-03-11_2026-03-20,down_negative,002179,中航光电,连接器,2,100.0,-6.51,-17.18,-0.38,1.23,35.5,-16.49,-24.71,9.98
control_tianma_fixed20,2025-03-11_2026-03-20,down_negative,002179,中航光电,连接器,2,50.0,-15.25,-19.23,-0.79,-3.5,20.0,-16.49,-24.71,1.24
candidate_low25_hold20_confirm4,2025-06-10_2026-06-18,flat_0_to_20pct,002179,中航光电,连接器,2,100.0,2.59,-19.57,0.13,1.55,53.5,4.95,-24.71,-2.36
candidate_tianma_hold20_confirm4,2025-06-10_2026-06-18,flat_0_to_20pct,002179,中航光电,连接器,2,100.0,2.59,-19.57,0.13,1.55,53.5,4.95,-24.71,-2.36
control_tianma_fixed20,2025-06-10_2026-06-18,flat_0_to_20pct,002179,中航光电,连接器,2,0.0,-18.26,-18.77,-0.97,-9.36,20.0,4.95,-24.71,-23.21
candidate_low25_hold20_confirm4,2025-06-24_2026-07-03,flat_0_to_20pct,002179,中航光电,连接器,2,100.0,2.59,-19.57,0.13,1.55,53.5,9.65,-24.71,-7.06
candidate_tianma_hold20_confirm4,2025-06-24_2026-07-03,flat_0_to_20pct,002179,中航光电,连接器,2,100.0,2.59,-19.57,0.13,1.55,53.5,9.65,-24.71,-7.06
control_tianma_fixed20,2025-06-24_2026-07-03,flat_0_to_20pct,002179,中航光电,连接器,2,0.0,-18.26,-18.77,-0.97,-9.36,20.0,9.65,-24.71,-27.91
candidate_low25_hold20_confirm4,2024-06-12_2025-06-23,up_20_to_80pct,002851,麦格米特,服务器电源,2,50.0,29.73,-42.37,0.7,27.47,31.0,73.86,-39.62,-44.13
candidate_tianma_hold20_confirm4,2024-06-12_2025-06-23,up_20_to_80pct,002851,麦格米特,服务器电源,1,100.0,84.22,-14.17,5.95,84.34,41.0,73.86,-39.62,10.36
control_tianma_fixed20,2024-06-12_2025-06-23,up_20_to_80pct,002851,麦格米特,服务器电源,2,100.0,24.78,-11.17,2.22,12.42,20.0,73.86,-39.62,-49.08
candidate_low25_hold20_confirm4,2024-09-04_2025-09-15,bull_80pct_plus,002851,麦格米特,服务器电源,2,50.0,14.49,-42.37,0.34,16.8,52.5,90.85,-39.62,-76.36
candidate_tianma_hold20_confirm4,2024-09-04_2025-09-15,bull_80pct_plus,002851,麦格米特,服务器电源,1,100.0,62.58,-18.29,3.42,63.01,84.0,90.85,-39.62,-28.27
control_tianma_fixed20,2024-09-04_2025-09-15,bull_80pct_plus,002851,麦格米特,服务器电源,1,100.0,2.45,-11.17,0.22,2.72,20.0,90.85,-39.62,-88.4
candidate_low25_hold20_confirm4,2024-12-06_2025-12-16,flat_0_to_20pct,002851,麦格米特,服务器电源,2,50.0,11.4,-42.37,0.27,16.8,52.5,13.58,-37.71,-2.18
candidate_tianma_hold20_confirm4,2024-12-06_2025-12-16,flat_0_to_20pct,002851,麦格米特,服务器电源,1,100.0,62.58,-18.29,3.42,63.01,84.0,13.58,-37.71,49.0
control_tianma_fixed20,2024-12-06_2025-12-16,flat_0_to_20pct,002851,麦格米特,服务器电源,1,100.0,2.45,-11.17,0.22,2.72,20.0,13.58,-37.71,-11.13
candidate_low25_hold20_confirm4,2025-03-11_2026-03-20,bull_80pct_plus,002851,麦格米特,服务器电源,2,100.0,133.24,-20.15,6.61,53.16,62.5,141.08,-25.47,-7.84
candidate_tianma_hold20_confirm4,2025-03-11_2026-03-20,bull_80pct_plus,002851,麦格米特,服务器电源,1,100.0,56.14,-18.29,3.07,56.54,85.0,141.08,-25.47,-84.94
control_tianma_fixed20,2025-03-11_2026-03-20,bull_80pct_plus,002851,麦格米特,服务器电源,1,0.0,-2.26,-11.17,-0.2,-2.0,20.0,141.08,-25.47,-143.34
candidate_low25_hold20_confirm4,2025-06-10_2026-06-18,bull_80pct_plus,002851,麦格米特,服务器电源,2,100.0,69.5,-15.72,4.42,31.77,33.5,225.75,-32.61,-156.25
candidate_tianma_hold20_confirm4,2025-06-10_2026-06-18,bull_80pct_plus,002851,麦格米特,服务器电源,1,100.0,13.47,-15.47,0.87,13.77,27.0,225.75,-32.61,-212.28
control_tianma_fixed20,2025-06-10_2026-06-18,bull_80pct_plus,002851,麦格米特,服务器电源,1,100.0,21.87,-6.7,3.26,22.19,20.0,225.75,-32.61,-203.88
candidate_low25_hold20_confirm4,2025-06-24_2026-07-03,bull_80pct_plus,002851,麦格米特,服务器电源,2,100.0,69.5,-15.72,4.42,31.77,33.5,118.02,-32.61,-48.52
candidate_tianma_hold20_confirm4,2025-06-24_2026-07-03,bull_80pct_plus,002851,麦格米特,服务器电源,1,100.0,13.47,-15.47,0.87,13.77,27.0,118.02,-32.61,-104.55
control_tianma_fixed20,2025-06-24_2026-07-03,bull_80pct_plus,002851,麦格米特,服务器电源,1,100.0,21.87,-6.7,3.26,22.19,20.0,118.02,-32.61,-96.15
candidate_low25_hold20_confirm4,2024-06-12_2025-06-23,bull_80pct_plus,300870,欧陆通,服务器电源,2,100.0,5.71,-14.92,0.38,3.12,29.5,214.46,-45.98,-208.75
candidate_tianma_hold20_confirm4,2024-06-12_2025-06-23,bull_80pct_plus,300870,欧陆通,服务器电源,2,100.0,9.06,-14.92,0.61,4.79,24.0,214.46,-45.98,-205.4
control_tianma_fixed20,2024-06-12_2025-06-23,bull_80pct_plus,300870,欧陆通,服务器电源,2,100.0,12.59,-11.95,1.05,6.42,20.0,214.46,-45.98,-201.87
candidate_low25_hold20_confirm4,2024-09-04_2025-09-15,bull_80pct_plus,300870,欧陆通,服务器电源,1,100.0,0.22,-14.92,0.01,0.48,23.0,309.99,-45.98,-309.77
candidate_tianma_hold20_confirm4,2024-09-04_2025-09-15,bull_80pct_plus,300870,欧陆通,服务器电源,1,100.0,0.22,-14.92,0.01,0.48,23.0,309.99,-45.98,-309.77
control_tianma_fixed20,2024-09-04_2025-09-15,bull_80pct_plus,300870,欧陆通,服务器电源,1,100.0,3.63,-11.85,0.31,3.9,20.0,309.99,-45.98,-306.36
candidate_low25_hold20_confirm4,2024-12-06_2025-12-16,up_20_to_80pct,300870,欧陆通,服务器电源,2,50.0,-23.27,-37.13,-0.63,-8.47,21.5,54.41,-45.98,-77.68
candidate_tianma_hold20_confirm4,2024-12-06_2025-12-16,up_20_to_80pct,300870,欧陆通,服务器电源,2,50.0,-23.27,-37.13,-0.63,-8.47,21.5,54.41,-45.98,-77.68
control_tianma_fixed20,2024-12-06_2025-12-16,up_20_to_80pct,300870,欧陆通,服务器电源,2,50.0,-14.64,-28.32,-0.52,-6.76,20.0,54.41,-45.98,-69.05
candidate_low25_hold20_confirm4,2025-03-11_2026-03-20,bull_80pct_plus,300870,欧陆通,服务器电源,2,50.0,-11.71,-29.49,-0.4,-4.98,28.0,143.46,-38.71,-155.17
candidate_tianma_hold20_confirm4,2025-03-11_2026-03-20,bull_80pct_plus,300870,欧陆通,服务器电源,2,50.0,-11.71,-29.49,-0.4,-4.98,28.0,143.46,-38.71,-155.17
